epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.7804,1.14339,2.92747,1.27293,0.78439,0.03671,0.20579,0.14029,1.00908,2.89878,1.10222,0.00029997,0.00029997,0.00029997
2,42.2773,1.15409,2.02555,1.27173,0.62525,0.24201,0.29006,0.19626,1.12981,2.42287,1.25241,0.000590885,0.000590885,0.000590885
3,62.276,1.17845,1.91703,1.28527,0.2676,0.35911,0.24453,0.14028,1.34327,2.25533,1.37684,0.000861269,0.000861269,0.000861269
4,82.415,1.22183,1.88892,1.30464,0.23783,0.33073,0.20595,0.10963,1.45125,2.44824,1.51537,0.00100101,0.00100101,0.00100101
5,101.999,1.23054,1.84706,1.32325,0.25678,0.41246,0.25665,0.15197,1.3867,2.28584,1.51369,0.000964348,0.000964348,0.000964348
6,121.821,1.20914,1.74747,1.29203,0.61448,0.39938,0.36838,0.22149,1.23877,1.94589,1.3706,0.000927685,0.000927685,0.000927685
7,141.679,1.16131,1.63924,1.28297,0.45656,0.35489,0.3386,0.21521,1.20778,1.98484,1.33638,0.000891022,0.000891022,0.000891022
8,162.158,1.14374,1.57537,1.26452,0.63541,0.4251,0.46301,0.27907,1.2422,1.67768,1.32104,0.000854359,0.000854359,0.000854359
9,182.529,1.15391,1.54223,1.2615,0.60771,0.58885,0.61173,0.42004,1.05308,1.30414,1.1926,0.000817696,0.000817696,0.000817696
10,203.327,1.13748,1.47864,1.24937,0.5996,0.46059,0.47712,0.31402,1.09316,1.50974,1.21303,0.000781033,0.000781033,0.000781033
11,224.085,1.12487,1.44541,1.24816,0.50386,0.54392,0.48236,0.32131,1.1045,1.4976,1.19281,0.00074437,0.00074437,0.00074437
12,244.075,1.10615,1.37448,1.22791,0.64342,0.52083,0.52313,0.35162,1.05958,1.41278,1.17591,0.000707707,0.000707707,0.000707707
13,264.628,1.07903,1.3432,1.23128,0.59635,0.6133,0.62216,0.4106,1.10375,1.4442,1.21969,0.000671044,0.000671044,0.000671044
14,284.554,1.06119,1.2538,1.19947,0.59957,0.49761,0.54614,0.33251,1.20627,1.46861,1.32062,0.000634381,0.000634381,0.000634381
15,305.098,1.03652,1.22182,1.19279,0.64792,0.61788,0.66589,0.47373,0.97659,1.24282,1.13358,0.000597718,0.000597718,0.000597718
16,324.624,1.03163,1.20835,1.2038,0.72305,0.60426,0.63721,0.44768,1.01571,1.17037,1.14209,0.000561055,0.000561055,0.000561055
17,344.494,1.04499,1.20143,1.19919,0.7578,0.6849,0.75574,0.54573,1.01978,1.00182,1.12211,0.000524392,0.000524392,0.000524392
18,364.693,0.99206,1.1289,1.16872,0.7258,0.66746,0.73245,0.52619,1.02186,1.09724,1.14693,0.000487729,0.000487729,0.000487729
19,384.693,0.99125,1.09105,1.17962,0.7694,0.64176,0.7401,0.53158,0.9621,1.01189,1.12026,0.000451066,0.000451066,0.000451066
20,404.328,0.96822,1.0691,1.15516,0.72996,0.66721,0.72081,0.53172,0.96043,1.03208,1.10693,0.000414403,0.000414403,0.000414403
21,428.037,0.96973,1.02709,1.15601,0.70395,0.651,0.71176,0.52195,0.97643,1.06859,1.11669,0.00037774,0.00037774,0.00037774
22,446.205,0.93083,0.94039,1.12822,0.71008,0.67597,0.72933,0.53655,0.93024,1.00223,1.07169,0.000341077,0.000341077,0.000341077
23,464.607,0.90438,0.91218,1.10517,0.77467,0.66642,0.7467,0.55081,0.93242,0.95103,1.08734,0.000304414,0.000304414,0.000304414
24,482.354,0.89239,0.8521,1.09802,0.81703,0.7032,0.80192,0.59352,0.93751,0.89045,1.08924,0.000267751,0.000267751,0.000267751
25,500.593,0.87922,0.82152,1.09217,0.78653,0.69794,0.76767,0.57332,0.92491,0.92057,1.08865,0.000231088,0.000231088,0.000231088
26,518.983,0.8669,0.78343,1.07843,0.7882,0.69983,0.77785,0.58092,0.91461,0.91209,1.07388,0.000194425,0.000194425,0.000194425
27,536.907,0.86,0.75927,1.08659,0.8281,0.68164,0.78615,0.59119,0.90796,0.87911,1.06933,0.000157762,0.000157762,0.000157762
28,555.515,0.83987,0.71373,1.0634,0.78783,0.74232,0.80029,0.60517,0.89427,0.86917,1.0681,0.000121099,0.000121099,0.000121099
29,573.836,0.81626,0.66852,1.04893,0.80655,0.72706,0.80433,0.60924,0.8924,0.83668,1.06095,8.4436e-05,8.4436e-05,8.4436e-05
30,591.897,0.79523,0.65469,1.04295,0.82084,0.72377,0.80768,0.61714,0.88649,0.83064,1.05545,4.7773e-05,4.7773e-05,4.7773e-05
