epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.6199,1.08322,3.1963,1.2404,0.00453,0.92633,0.1907,0.13483,0.84161,3.10024,0.99547,0.00021109,0.00021109,0.00021109
2,43.2401,1.10796,2.25385,1.2298,0.28415,0.352,0.24385,0.17279,0.99395,2.39551,1.0921,0.000418991,0.000418991,0.000418991
3,63.731,1.1566,2.00607,1.2626,0.35792,0.36238,0.23667,0.14264,1.20187,2.50368,1.2551,0.000612228,0.000612228,0.000612228
4,84.6329,1.17565,1.89882,1.27474,0.30482,0.28467,0.2323,0.13738,1.27928,2.53435,1.36969,0.000790799,0.000790799,0.000790799
5,104.206,1.1829,1.90197,1.27316,0.19997,0.32637,0.14532,0.08199,1.43854,3.031,1.64564,0.000954705,0.000954705,0.000954705
6,124.46,1.20618,1.83849,1.28361,0.25801,0.36807,0.23157,0.13183,1.3753,2.42511,1.49852,0.000927685,0.000927685,0.000927685
7,144.807,1.17166,1.7527,1.26126,0.20724,0.30439,0.15052,0.06394,1.97889,4.45184,2.48803,0.000891022,0.000891022,0.000891022
8,165.084,1.15737,1.67656,1.24896,0.43402,0.32582,0.33379,0.19275,1.26262,2.08848,1.33983,0.000854359,0.000854359,0.000854359
9,185.51,1.13125,1.57568,1.22574,0.60805,0.34731,0.3343,0.18832,1.2582,2.0928,1.33687,0.000817696,0.000817696,0.000817696
10,205.843,1.13727,1.52301,1.2275,0.52346,0.44258,0.46343,0.29811,1.15575,1.72129,1.25524,0.000781033,0.000781033,0.000781033
11,226.357,1.08751,1.43634,1.20557,0.59438,0.5333,0.52867,0.34645,1.11046,1.51615,1.22184,0.00074437,0.00074437,0.00074437
12,246.457,1.06611,1.38752,1.19591,0.5762,0.50967,0.53029,0.351,1.08704,1.46808,1.19118,0.000707707,0.000707707,0.000707707
13,266.267,1.07922,1.31186,1.20246,0.66258,0.5906,0.63539,0.43554,1.07214,1.3145,1.17026,0.000671044,0.000671044,0.000671044
14,285.973,1.0345,1.29213,1.17882,0.58877,0.53709,0.55559,0.37545,1.09432,1.45166,1.20606,0.000634381,0.000634381,0.000634381
15,307.161,1.06017,1.28051,1.18099,0.67474,0.51592,0.5568,0.37741,1.06241,1.43909,1.14759,0.000597718,0.000597718,0.000597718
16,327.156,1.03013,1.20765,1.16522,0.68268,0.62567,0.67637,0.47286,1.01099,1.15076,1.11918,0.000561055,0.000561055,0.000561055
17,347.355,1.03689,1.14888,1.16173,0.68337,0.58911,0.66849,0.47015,1.00721,1.12845,1.10806,0.000524392,0.000524392,0.000524392
18,366.988,1.00247,1.13502,1.16155,0.71066,0.6528,0.69485,0.4905,1.01782,1.12584,1.1253,0.000487729,0.000487729,0.000487729
19,387.772,0.99644,1.07071,1.13863,0.751,0.60317,0.66365,0.47104,0.99245,1.11664,1.10468,0.000451066,0.000451066,0.000451066
20,408.507,0.97009,1.03447,1.13834,0.72491,0.6831,0.74836,0.54395,0.99272,1.02772,1.09682,0.000414403,0.000414403,0.000414403
21,435.668,0.93651,0.97528,1.09154,0.6693,0.62528,0.64708,0.46178,1.05495,1.24834,1.12738,0.00037774,0.00037774,0.00037774
22,454.856,0.90789,0.93391,1.07243,0.67811,0.67949,0.70503,0.4833,1.04587,1.14691,1.11291,0.000341077,0.000341077,0.000341077
23,474.457,0.88139,0.88607,1.06503,0.72193,0.66348,0.71967,0.5084,1.0312,1.09267,1.10613,0.000304414,0.000304414,0.000304414
24,494.9,0.87423,0.80807,1.05852,0.78299,0.67185,0.72667,0.52515,0.95095,1.0433,1.08098,0.000267751,0.000267751,0.000267751
25,514.416,0.84619,0.78324,1.03978,0.77629,0.69419,0.75634,0.56604,0.93555,0.92903,1.0703,0.000231088,0.000231088,0.000231088
26,534.969,0.83027,0.7272,1.03794,0.75349,0.67785,0.73781,0.5395,0.95789,0.978,1.08,0.000194425,0.000194425,0.000194425
27,554.611,0.82542,0.73444,1.02924,0.7486,0.72449,0.7681,0.57165,0.92326,0.9053,1.06547,0.000157762,0.000157762,0.000157762
28,574.174,0.80697,0.66558,1.03204,0.71818,0.72035,0.76055,0.56258,0.91893,0.92106,1.05789,0.000121099,0.000121099,0.000121099
29,594.066,0.78807,0.6556,1.01608,0.80494,0.7084,0.78043,0.58292,0.91291,0.87392,1.05831,8.4436e-05,8.4436e-05,8.4436e-05
30,614.168,0.77799,0.62703,1.01371,0.766,0.74698,0.79399,0.594,0.91352,0.85506,1.05261,4.7773e-05,4.7773e-05,4.7773e-05
