epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.1566,1.1221,2.82233,1.25873,0.41352,0.04974,0.20037,0.13516,1.00304,2.72795,1.10188,0.00034441,0.00034441,0.00034441
2,45.6872,1.1807,2.04308,1.27523,0.27596,0.28604,0.22566,0.13346,1.26799,2.36292,1.40079,0.000676832,0.000676832,0.000676832
3,66.8285,1.20688,1.9395,1.30398,0.19542,0.36046,0.21555,0.11957,1.41695,2.34183,1.49424,0.00098579,0.00098579,0.00098579
4,88.1855,1.25506,1.93343,1.33335,0.36572,0.23471,0.12787,0.06193,1.6266,2.74341,1.6479,0.00100101,0.00100101,0.00100101
5,109.286,1.24909,1.83576,1.33377,0.20013,0.38976,0.20473,0.11758,1.22312,4.21789,1.34222,0.000964348,0.000964348,0.000964348
6,130.413,1.2131,1.7341,1.31136,0.47493,0.41757,0.36057,0.2137,1.27524,2.02901,1.38389,0.000927685,0.000927685,0.000927685
7,151.371,1.18131,1.61586,1.2796,0.41606,0.53188,0.45084,0.27446,1.18675,1.54761,1.27756,0.000891022,0.000891022,0.000891022
8,173.2,1.15989,1.59113,1.26937,0.53824,0.48108,0.45458,0.29163,1.12994,1.65761,1.25767,0.000854359,0.000854359,0.000854359
9,193.768,1.12366,1.50453,1.24993,0.65785,0.39217,0.45397,0.28629,1.20906,1.5731,1.26877,0.000817696,0.000817696,0.000817696
10,215.508,1.15336,1.4727,1.25883,0.61012,0.53857,0.55863,0.38094,1.09304,1.68149,1.2102,0.000781033,0.000781033,0.000781033
11,235.987,1.09159,1.37915,1.22349,0.55995,0.58784,0.57217,0.40322,1.07874,1.41843,1.1767,0.00074437,0.00074437,0.00074437
12,257.459,1.07375,1.34511,1.21209,0.63095,0.55823,0.59885,0.42173,1.05377,1.26519,1.15378,0.000707707,0.000707707,0.000707707
13,278.07,1.05716,1.32396,1.21679,0.55285,0.61354,0.58885,0.40422,1.07508,1.35657,1.16325,0.000671044,0.000671044,0.000671044
14,299.103,1.05672,1.28748,1.21229,0.64949,0.53178,0.60236,0.40484,1.12851,1.26251,1.19349,0.000634381,0.000634381,0.000634381
15,320.298,1.07493,1.26175,1.21188,0.73886,0.59234,0.65271,0.45611,1.00547,1.16724,1.15259,0.000597718,0.000597718,0.000597718
16,341.102,1.01559,1.18405,1.18756,0.73184,0.64077,0.71162,0.51386,0.98994,1.06686,1.1308,0.000561055,0.000561055,0.000561055
17,362.281,1.02482,1.17653,1.17944,0.73949,0.56387,0.65509,0.46615,1.00518,1.13549,1.12994,0.000524392,0.000524392,0.000524392
18,382.962,1.01019,1.14575,1.17883,0.75871,0.70682,0.76592,0.56746,0.93868,0.96529,1.09636,0.000487729,0.000487729,0.000487729
19,403.913,1.01521,1.1298,1.18175,0.70575,0.65497,0.72669,0.5205,0.98062,1.04804,1.11457,0.000451066,0.000451066,0.000451066
20,424.77,1.00165,1.08378,1.16701,0.80165,0.65928,0.77265,0.56084,0.9813,0.95373,1.11313,0.000414403,0.000414403,0.000414403
21,450.026,0.95797,1.0289,1.12971,0.71558,0.71134,0.74444,0.54956,0.96393,0.99438,1.10929,0.00037774,0.00037774,0.00037774
22,470.289,0.94005,0.93265,1.13034,0.75743,0.68372,0.76709,0.56352,0.93804,0.95526,1.09648,0.000341077,0.000341077,0.000341077
23,491.181,0.94364,0.90393,1.12987,0.79248,0.68177,0.75131,0.55033,0.93709,1.00187,1.09798,0.000304414,0.000304414,0.000304414
24,512.482,0.90558,0.86075,1.11342,0.80184,0.67305,0.76722,0.56425,0.93941,0.91766,1.10581,0.000267751,0.000267751,0.000267751
25,532.334,0.89512,0.81619,1.09853,0.81442,0.65655,0.75618,0.56309,0.90285,0.95543,1.07629,0.000231088,0.000231088,0.000231088
26,552.477,0.88272,0.7824,1.08861,0.78655,0.73038,0.78933,0.59509,0.9137,0.86729,1.08393,0.000194425,0.000194425,0.000194425
27,573.037,0.85657,0.75824,1.08275,0.8032,0.73955,0.81676,0.61101,0.90637,0.82974,1.06365,0.000157762,0.000157762,0.000157762
28,593.721,0.84663,0.73555,1.07564,0.81252,0.76191,0.81499,0.61883,0.89424,0.82523,1.06109,0.000121099,0.000121099,0.000121099
29,613.546,0.82669,0.70408,1.05714,0.82235,0.73839,0.80868,0.61605,0.88379,0.81644,1.05839,8.4436e-05,8.4436e-05,8.4436e-05
30,634.091,0.81292,0.67411,1.05713,0.82509,0.74254,0.81774,0.62369,0.87923,0.80132,1.05493,4.7773e-05,4.7773e-05,4.7773e-05
