epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.3023,1.21289,3.24496,1.28356,0.00458,0.93347,0.18777,0.13239,0.88433,3.06281,1.02767,0.00021109,0.00021109,0.00021109
2,48.731,1.19954,2.18646,1.26916,0.30578,0.17625,0.25493,0.17845,0.98581,2.41349,1.08785,0.000418991,0.000418991,0.000418991
3,70.2433,1.2071,1.94409,1.24976,0.35995,0.26389,0.23764,0.15532,1.14927,2.50405,1.22563,0.000612228,0.000612228,0.000612228
4,91.8632,1.246,1.91435,1.27515,0.26011,0.34954,0.20973,0.11859,1.30884,2.34435,1.34303,0.000790799,0.000790799,0.000790799
5,113.113,1.26083,1.87877,1.28867,0.25115,0.24828,0.16272,0.07536,1.70268,2.78553,1.7498,0.000954705,0.000954705,0.000954705
6,133.783,1.28502,1.81339,1.30899,0.29636,0.49707,0.30211,0.16523,1.35421,2.92004,1.60528,0.000927685,0.000927685,0.000927685
7,155.916,1.27124,1.79628,1.28624,0.26071,0.40048,0.20689,0.10555,1.63917,2.58154,1.66173,0.000891022,0.000891022,0.000891022
8,176.882,1.25687,1.69956,1.27326,0.33129,0.34197,0.27351,0.15281,1.37546,2.09364,1.43786,0.000854359,0.000854359,0.000854359
9,199.81,1.21998,1.63602,1.26999,0.38866,0.34997,0.29065,0.16296,1.37544,2.35512,1.48318,0.000817696,0.000817696,0.000817696
10,220.952,1.22622,1.5731,1.26659,0.30857,0.40276,0.32273,0.20174,1.20552,1.96071,1.31492,0.000781033,0.000781033,0.000781033
11,242.908,1.19098,1.49477,1.25531,0.4483,0.41923,0.37376,0.23272,1.17273,1.83712,1.27331,0.00074437,0.00074437,0.00074437
12,264.313,1.1624,1.44489,1.2351,0.56735,0.59585,0.57331,0.38862,1.06645,1.4744,1.19209,0.000707707,0.000707707,0.000707707
13,285.441,1.15762,1.35606,1.21743,0.58033,0.49079,0.53298,0.35257,1.08548,1.57008,1.21162,0.000671044,0.000671044,0.000671044
14,306.556,1.14124,1.33096,1.21924,0.6487,0.56464,0.60742,0.41288,1.0375,1.34398,1.15802,0.000634381,0.000634381,0.000634381
15,327.509,1.13205,1.30793,1.21118,0.58228,0.56614,0.55811,0.39313,1.06282,1.38411,1.18028,0.000597718,0.000597718,0.000597718
16,349.399,1.10899,1.26514,1.19154,0.57744,0.65129,0.62589,0.43344,1.04648,1.32251,1.17048,0.000561055,0.000561055,0.000561055
17,370.165,1.11479,1.25089,1.20951,0.66816,0.66717,0.66115,0.46668,1.04682,1.13922,1.15553,0.000524392,0.000524392,0.000524392
18,392.191,1.10995,1.1802,1.19447,0.61953,0.64271,0.66344,0.4675,1.06468,1.2112,1.15574,0.000487729,0.000487729,0.000487729
19,414.322,1.08867,1.16494,1.18387,0.74801,0.62872,0.70508,0.50458,0.99737,1.12682,1.14028,0.000451066,0.000451066,0.000451066
20,435.244,1.05871,1.10534,1.17797,0.72137,0.61225,0.71581,0.51415,1.01287,1.09703,1.15623,0.000414403,0.000414403,0.000414403
21,464.606,1.02287,1.08632,1.14255,0.697,0.62277,0.67301,0.47832,0.97798,1.14221,1.1234,0.00037774,0.00037774,0.00037774
22,485.265,0.97892,0.97548,1.1209,0.63861,0.62963,0.645,0.45854,0.98097,1.16276,1.12501,0.000341077,0.000341077,0.000341077
23,505.96,0.96165,0.93348,1.11554,0.63403,0.646,0.66691,0.47339,1.00983,1.15931,1.13822,0.000304414,0.000304414,0.000304414
24,527.149,0.9506,0.89683,1.09244,0.7545,0.66544,0.7463,0.54547,1.00757,1.0572,1.11757,0.000267751,0.000267751,0.000267751
25,547.903,0.93308,0.83554,1.08287,0.75958,0.70096,0.76261,0.56669,0.96025,0.95907,1.10016,0.000231088,0.000231088,0.000231088
26,569.363,0.9171,0.78805,1.07846,0.81611,0.66382,0.77012,0.57597,0.94088,0.95144,1.09441,0.000194425,0.000194425,0.000194425
27,589.659,0.89415,0.7725,1.06439,0.7716,0.68055,0.76711,0.57057,0.93588,0.9061,1.09624,0.000157762,0.000157762,0.000157762
28,609.958,0.88731,0.74216,1.06596,0.79223,0.7184,0.77868,0.58426,0.92598,0.89747,1.08979,0.000121099,0.000121099,0.000121099
29,630.917,0.86298,0.70833,1.04674,0.79919,0.68749,0.78166,0.58246,0.92332,0.88463,1.08852,8.4436e-05,8.4436e-05,8.4436e-05
30,651.1,0.86314,0.68745,1.04268,0.75187,0.74524,0.79664,0.59611,0.91379,0.86111,1.08117,4.7773e-05,4.7773e-05,4.7773e-05
