epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.1197,1.17444,2.99677,1.27327,0.63342,0.0773,0.17896,0.12685,0.99313,2.88249,1.15673,0.00034441,0.00034441,0.00034441
2,71.651,1.20855,2.12665,1.28523,0.42277,0.26334,0.19293,0.11716,1.26719,2.37323,1.31718,0.000676832,0.000676832,0.000676832
3,105.265,1.24328,2.04626,1.29875,0.11172,0.23163,0.11339,0.05692,1.57636,2.57655,1.71558,0.00098579,0.00098579,0.00098579
4,139.017,1.27199,2.03549,1.31306,0.1883,0.44717,0.21807,0.13238,1.33589,3.52909,1.48129,0.00100101,0.00100101,0.00100101
5,174.223,1.28404,1.91716,1.30345,0.30681,0.33891,0.23429,0.1413,1.25246,2.49037,1.40419,0.000964348,0.000964348,0.000964348
6,208.274,1.22062,1.76459,1.27258,0.40586,0.40289,0.36372,0.20691,1.30651,2.09895,1.43945,0.000927685,0.000927685,0.000927685
7,241.863,1.20694,1.72943,1.27661,0.36893,0.52764,0.40129,0.24052,1.26144,1.82889,1.28468,0.000891022,0.000891022,0.000891022
8,275.169,1.18808,1.6152,1.24927,0.71591,0.27355,0.30095,0.17541,1.43762,2.12096,1.55925,0.000854359,0.000854359,0.000854359
9,309.746,1.15367,1.55433,1.23471,0.47243,0.5112,0.44512,0.29754,1.1583,1.52289,1.22705,0.000817696,0.000817696,0.000817696
10,343.342,1.16101,1.51658,1.24122,0.65144,0.55655,0.62529,0.41175,1.0711,1.23961,1.15816,0.000781033,0.000781033,0.000781033
11,376.682,1.12521,1.46386,1.21588,0.54593,0.51183,0.53663,0.36316,1.07422,1.38421,1.17485,0.00074437,0.00074437,0.00074437
12,410.914,1.13834,1.4315,1.22825,0.61207,0.61582,0.62369,0.44467,1.0669,1.23363,1.18628,0.000707707,0.000707707,0.000707707
13,443.707,1.09592,1.35366,1.20416,0.64414,0.61021,0.64065,0.45633,1.04291,1.20874,1.1829,0.000671044,0.000671044,0.000671044
14,479.9,1.10631,1.33042,1.21167,0.64397,0.58796,0.63242,0.43201,1.01617,1.29856,1.1352,0.000634381,0.000634381,0.000634381
15,514.187,1.08014,1.29389,1.19448,0.63542,0.63026,0.6681,0.46847,1.00657,1.23911,1.13883,0.000597718,0.000597718,0.000597718
16,547.879,1.07062,1.23862,1.19652,0.70146,0.61632,0.69811,0.50174,0.98097,1.20669,1.10903,0.000561055,0.000561055,0.000561055
17,582.431,1.05012,1.1891,1.17274,0.72553,0.66019,0.72544,0.51128,1.05341,1.09687,1.14157,0.000524392,0.000524392,0.000524392
18,617.152,1.0468,1.17019,1.17998,0.72582,0.60713,0.70682,0.50221,0.99556,1.10357,1.13724,0.000487729,0.000487729,0.000487729
19,652.42,1.04743,1.15484,1.1746,0.75497,0.62662,0.72669,0.51714,0.97564,1.01747,1.12431,0.000451066,0.000451066,0.000451066
20,686.922,1.02273,1.12087,1.17009,0.79782,0.68856,0.7881,0.57465,0.95108,0.91836,1.10114,0.000414403,0.000414403,0.000414403
21,728.475,0.99363,1.03269,1.13191,0.76477,0.62658,0.69917,0.50561,0.96244,1.04757,1.09345,0.00037774,0.00037774,0.00037774
22,762.312,0.97971,0.94673,1.11912,0.7317,0.71243,0.74702,0.54117,0.96296,1.00938,1.10116,0.000341077,0.000341077,0.000341077
23,795.327,0.96365,0.91383,1.11434,0.75175,0.71989,0.776,0.56867,0.94391,0.91625,1.08917,0.000304414,0.000304414,0.000304414
24,828.662,0.93995,0.87297,1.1037,0.79436,0.71387,0.7843,0.58089,0.92883,0.89608,1.07997,0.000267751,0.000267751,0.000267751
25,862.183,0.91983,0.82269,1.10119,0.79093,0.72247,0.80418,0.59733,0.93169,0.85654,1.08354,0.000231088,0.000231088,0.000231088
26,896.398,0.91111,0.78811,1.08367,0.77965,0.7733,0.81666,0.60731,0.92265,0.84169,1.07318,0.000194425,0.000194425,0.000194425
27,929.282,0.90896,0.75355,1.0804,0.80763,0.7547,0.81355,0.60712,0.92872,0.81974,1.0727,0.000157762,0.000157762,0.000157762
28,962.561,0.89034,0.72413,1.07448,0.8284,0.74317,0.81526,0.6079,0.91118,0.82721,1.06789,0.000121099,0.000121099,0.000121099
29,994.353,0.86353,0.70205,1.05836,0.82564,0.73432,0.81685,0.61312,0.90724,0.81365,1.07526,8.4436e-05,8.4436e-05,8.4436e-05
30,1027.21,0.85113,0.68694,1.05685,0.82758,0.74596,0.819,0.60776,0.90863,0.79922,1.06932,4.7773e-05,4.7773e-05,4.7773e-05
