epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.88,1.21418,3.37515,1.28034,0.00435,0.91305,0.1534,0.10699,0.86026,3.28519,1.01357,0.00016665,0.00016665,0.00016665
2,41.3191,1.17919,2.32887,1.23478,0.41741,0.06521,0.1829,0.12791,1.04359,2.76995,1.15101,0.000333044,0.000333044,0.000333044
3,58.6937,1.16727,2.00056,1.24543,0.65413,0.157,0.25394,0.16751,1.15392,2.64431,1.30483,0.000487707,0.000487707,0.000487707
4,75.4656,1.17657,1.91322,1.23923,0.41791,0.19556,0.2259,0.13344,1.32515,2.55697,1.40569,0.000630637,0.000630637,0.000630637
5,93.1986,1.21682,1.8848,1.26133,0.62091,0.20233,0.16708,0.09507,1.27384,2.53617,1.37175,0.000761835,0.000761835,0.000761835
6,110.781,1.26992,1.81833,1.28037,0.15689,0.24901,0.12766,0.06253,1.79194,3.02245,1.83725,0.000881301,0.000881301,0.000881301
7,127.823,1.24,1.79691,1.27923,0.2285,0.29011,0.14543,0.07962,1.86995,3.02485,2.15689,0.000891022,0.000891022,0.000891022
8,146.009,1.19787,1.74403,1.25155,0.28423,0.42383,0.25679,0.12651,1.38526,2.4075,1.45865,0.000854359,0.000854359,0.000854359
9,163.4,1.25113,1.69132,1.27637,0.39663,0.31473,0.2947,0.15698,1.42128,2.11995,1.48957,0.000817696,0.000817696,0.000817696
10,180.816,1.22034,1.64451,1.25705,0.31371,0.33772,0.21399,0.11464,1.3541,2.5073,1.43613,0.000781033,0.000781033,0.000781033
11,198.472,1.17201,1.52219,1.24007,0.39712,0.47897,0.36418,0.22281,1.2073,1.90345,1.32885,0.00074437,0.00074437,0.00074437
12,216.025,1.15981,1.46767,1.22805,0.41602,0.56248,0.39587,0.25369,1.14863,1.84154,1.24155,0.000707707,0.000707707,0.000707707
13,233.618,1.164,1.44496,1.23508,0.40644,0.4975,0.41131,0.27087,1.18239,1.77074,1.3043,0.000671044,0.000671044,0.000671044
14,250.791,1.11054,1.44484,1.20601,0.57508,0.52075,0.50077,0.32664,1.16967,1.55247,1.26301,0.000634381,0.000634381,0.000634381
15,268.449,1.09297,1.3249,1.19331,0.488,0.53121,0.46342,0.29952,1.18119,1.69559,1.33223,0.000597718,0.000597718,0.000597718
16,285.328,1.13443,1.36547,1.21525,0.62642,0.51502,0.5399,0.36147,1.10433,1.4034,1.21405,0.000561055,0.000561055,0.000561055
17,302.35,1.1087,1.29025,1.19248,0.6284,0.50253,0.54881,0.36354,1.10955,1.43233,1.21231,0.000524392,0.000524392,0.000524392
18,319.857,1.0621,1.19131,1.17334,0.60524,0.62506,0.59774,0.4209,1.03842,1.3857,1.15783,0.000487729,0.000487729,0.000487729
19,337.173,1.00967,1.12937,1.14355,0.63936,0.53432,0.59863,0.40292,1.05706,1.29155,1.19263,0.000451066,0.000451066,0.000451066
20,355.134,1.0257,1.15127,1.15073,0.61021,0.60118,0.59608,0.40849,1.03632,1.21763,1.16641,0.000414403,0.000414403,0.000414403
21,379.869,0.97065,1.09166,1.11231,0.63127,0.59983,0.62535,0.43693,1.06392,1.24166,1.15867,0.00037774,0.00037774,0.00037774
22,397.2,0.96472,1.01341,1.10158,0.60481,0.5422,0.5939,0.40879,1.03313,1.29348,1.16182,0.000341077,0.000341077,0.000341077
23,414.069,0.93835,0.94036,1.08793,0.64733,0.56846,0.60979,0.43248,1.00726,1.24807,1.13589,0.000304414,0.000304414,0.000304414
24,430.993,0.92812,0.90616,1.07634,0.68168,0.61977,0.67551,0.47732,1.00855,1.17796,1.14628,0.000267751,0.000267751,0.000267751
25,447.831,0.89932,0.87635,1.06514,0.70598,0.71806,0.72926,0.53212,0.97936,1.02237,1.11674,0.000231088,0.000231088,0.000231088
26,465.052,0.88401,0.80968,1.06123,0.72133,0.67427,0.71506,0.51397,1.00321,1.02217,1.12665,0.000194425,0.000194425,0.000194425
27,481.633,0.86377,0.782,1.0487,0.66774,0.70864,0.71943,0.52273,0.98481,0.9976,1.11449,0.000157762,0.000157762,0.000157762
28,498.322,0.85971,0.74791,1.03873,0.70681,0.6798,0.73071,0.53979,0.95279,0.98662,1.0946,0.000121099,0.000121099,0.000121099
29,515.392,0.82706,0.71136,1.02629,0.72821,0.67046,0.73883,0.54355,0.93227,0.95558,1.08863,8.4436e-05,8.4436e-05,8.4436e-05
30,532.012,0.82855,0.71308,1.02986,0.72678,0.68932,0.75119,0.55337,0.93396,0.93585,1.08881,4.7773e-05,4.7773e-05,4.7773e-05
