epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.4345,1.23642,2.9878,1.2844,0.45054,0.03919,0.19495,0.13347,0.94875,2.8211,1.05583,0.00029997,0.00029997,0.00029997
2,65.9519,1.24875,2.07847,1.28591,0.33471,0.2372,0.24039,0.14928,1.14989,2.32843,1.225,0.000590885,0.000590885,0.000590885
3,95.2157,1.27135,2.00426,1.29893,0.08741,0.34543,0.06086,0.03198,1.51016,7.27303,1.69597,0.000861269,0.000861269,0.000861269
4,124.23,1.33379,1.97167,1.34127,0.20005,0.44609,0.22103,0.1163,1.45328,2.55885,1.48654,0.00100101,0.00100101,0.00100101
5,154.062,1.3177,1.94629,1.33532,0.19859,0.40193,0.25247,0.14095,1.36358,2.25549,1.46606,0.000964348,0.000964348,0.000964348
6,184.43,1.29188,1.88001,1.32675,0.34796,0.49135,0.4079,0.24011,1.22684,1.85615,1.34359,0.000927685,0.000927685,0.000927685
7,213.073,1.25508,1.73831,1.30589,0.34114,0.44683,0.35919,0.21561,1.33199,1.86185,1.46837,0.000891022,0.000891022,0.000891022
8,243.989,1.26029,1.71428,1.30793,0.39143,0.55456,0.45702,0.29612,1.14032,1.71986,1.2876,0.000854359,0.000854359,0.000854359
9,272.703,1.24205,1.64551,1.29265,0.41623,0.54527,0.46539,0.31162,1.13174,1.57383,1.24241,0.000817696,0.000817696,0.000817696
10,301.508,1.23983,1.58579,1.27348,0.47861,0.57064,0.51714,0.33499,1.13301,1.46678,1.25514,0.000781033,0.000781033,0.000781033
11,331.495,1.2272,1.54675,1.27562,0.44131,0.44416,0.46128,0.3031,1.12719,1.57964,1.29097,0.00074437,0.00074437,0.00074437
12,361.628,1.17275,1.47592,1.2408,0.68255,0.52438,0.57858,0.39013,1.04823,1.28607,1.18893,0.000707707,0.000707707,0.000707707
13,391.411,1.16714,1.43545,1.2477,0.5269,0.58952,0.59057,0.40552,0.99666,1.31248,1.1454,0.000671044,0.000671044,0.000671044
14,420.327,1.13995,1.40038,1.23198,0.56573,0.50139,0.50022,0.33765,1.12022,1.55377,1.19141,0.000634381,0.000634381,0.000634381
15,450.096,1.12394,1.34355,1.21741,0.66953,0.62027,0.66098,0.46396,1.00213,1.15841,1.12865,0.000597718,0.000597718,0.000597718
16,479.177,1.13166,1.31972,1.22967,0.62243,0.503,0.51309,0.36735,1.01868,1.40226,1.16627,0.000561055,0.000561055,0.000561055
17,508.247,1.12495,1.28356,1.21091,0.67095,0.65773,0.70251,0.50459,1.00897,1.04312,1.13155,0.000524392,0.000524392,0.000524392
18,538.699,1.09889,1.25131,1.20508,0.66772,0.62745,0.68184,0.49953,0.97573,1.15507,1.12057,0.000487729,0.000487729,0.000487729
19,568.486,1.07953,1.22634,1.19747,0.55697,0.6671,0.64129,0.44621,1.01349,1.09291,1.14602,0.000451066,0.000451066,0.000451066
20,598.162,1.08788,1.18398,1.18849,0.68029,0.64846,0.69857,0.49954,1.00123,1.04018,1.133,0.000414403,0.000414403,0.000414403
21,635.753,1.02126,1.09109,1.14569,0.67515,0.68728,0.71112,0.51565,0.9775,1.02629,1.13369,0.00037774,0.00037774,0.00037774
22,664.679,1.01258,1.01388,1.14917,0.76235,0.70286,0.77876,0.58003,0.93951,0.93838,1.09471,0.000341077,0.000341077,0.000341077
23,694.693,0.99145,0.9616,1.13706,0.71613,0.68257,0.74582,0.54952,0.95431,0.97715,1.11404,0.000304414,0.000304414,0.000304414
24,723.409,0.98698,0.95455,1.1358,0.7461,0.68129,0.76878,0.57133,0.92712,0.94215,1.0931,0.000267751,0.000267751,0.000267751
25,752.165,0.96126,0.87639,1.10974,0.7624,0.66441,0.76086,0.56605,0.93026,0.90744,1.08347,0.000231088,0.000231088,0.000231088
26,780.935,0.94482,0.83564,1.10521,0.74788,0.7193,0.79364,0.59685,0.91177,0.85131,1.0908,0.000194425,0.000194425,0.000194425
27,810.882,0.93618,0.80901,1.09958,0.77301,0.76494,0.81218,0.61032,0.90851,0.81729,1.07942,0.000157762,0.000157762,0.000157762
28,840.045,0.91,0.77705,1.08301,0.78391,0.74968,0.81209,0.61448,0.88375,0.80322,1.06411,0.000121099,0.000121099,0.000121099
29,868.679,0.89638,0.75411,1.07704,0.79957,0.73045,0.81629,0.62072,0.89206,0.78921,1.06672,8.4436e-05,8.4436e-05,8.4436e-05
30,896.758,0.88596,0.72644,1.06818,0.77996,0.74233,0.81058,0.61527,0.87969,0.78964,1.0663,4.7773e-05,4.7773e-05,4.7773e-05
