epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.0423,1.06641,3.11935,1.22222,0.00394,0.91504,0.19418,0.139,0.89629,3.10604,1.04249,0.00021109,0.00021109,0.00021109
2,42.4523,1.09149,2.06984,1.23277,0.31822,0.12903,0.20376,0.1375,1.08636,2.8217,1.21514,0.000418991,0.000418991,0.000418991
3,60.1928,1.08155,1.76405,1.22074,0.38753,0.3237,0.34149,0.23629,1.0668,2.37943,1.14478,0.000612228,0.000612228,0.000612228
4,78.9905,1.08189,1.62063,1.21383,0.27786,0.33443,0.21612,0.11972,1.32495,2.72583,1.5318,0.000790799,0.000790799,0.000790799
5,97.7912,1.11725,1.65435,1.23693,0.50924,0.35909,0.2974,0.17047,1.367,2.07413,1.46237,0.000954705,0.000954705,0.000954705
6,116.395,1.12831,1.63391,1.22499,0.44026,0.31787,0.21288,0.11753,1.38288,2.54937,1.47766,0.000927685,0.000927685,0.000927685
7,135.287,1.11635,1.52031,1.2287,0.36245,0.27459,0.18485,0.09585,1.47691,3.26561,1.50157,0.000891022,0.000891022,0.000891022
8,153.865,1.05592,1.39563,1.18925,0.394,0.46876,0.35635,0.22202,1.35129,2.80946,1.44038,0.000854359,0.000854359,0.000854359
9,172.369,1.0747,1.35988,1.1949,0.64411,0.31571,0.34786,0.21138,1.24068,1.94302,1.35115,0.000817696,0.000817696,0.000817696
10,191.084,1.06324,1.27826,1.18398,0.56324,0.48341,0.48691,0.32714,1.16247,1.8733,1.2613,0.000781033,0.000781033,0.000781033
11,210.007,1.04565,1.24956,1.17629,0.64172,0.41609,0.44428,0.30345,1.1696,1.91367,1.2729,0.00074437,0.00074437,0.00074437
12,228.507,1.00973,1.18369,1.16841,0.52175,0.47573,0.48778,0.30159,1.26367,1.58417,1.32934,0.000707707,0.000707707,0.000707707
13,247.5,0.97403,1.13761,1.16115,0.5578,0.59785,0.5345,0.35363,1.16256,1.4444,1.28958,0.000671044,0.000671044,0.000671044
14,266.804,1.00079,1.10124,1.15862,0.62496,0.56578,0.5889,0.41261,1.03671,1.37856,1.15156,0.000634381,0.000634381,0.000634381
15,285.562,0.95593,1.02361,1.13113,0.64446,0.66168,0.66085,0.46668,1.03132,1.16988,1.15444,0.000597718,0.000597718,0.000597718
16,304.58,0.95651,1.03582,1.13202,0.69017,0.58284,0.61907,0.43871,1.01759,1.17739,1.1283,0.000561055,0.000561055,0.000561055
17,323.736,0.96186,0.98032,1.13229,0.63431,0.57137,0.61379,0.42657,1.05406,1.31364,1.16879,0.000524392,0.000524392,0.000524392
18,342.212,0.93288,0.93149,1.12469,0.70651,0.62825,0.69935,0.49734,1.02825,1.15569,1.14237,0.000487729,0.000487729,0.000487729
19,361.323,0.92324,0.90968,1.11446,0.68615,0.61225,0.66198,0.47383,0.9722,1.1958,1.11993,0.000451066,0.000451066,0.000451066
20,380.698,0.8829,0.85705,1.09685,0.76791,0.63205,0.71814,0.52503,0.96136,1.04615,1.11294,0.000414403,0.000414403,0.000414403
21,405.443,0.81857,0.81877,1.04321,0.69884,0.59752,0.65108,0.45186,1.07287,1.29018,1.21061,0.00037774,0.00037774,0.00037774
22,423.329,0.81883,0.74651,1.04155,0.61196,0.56898,0.58755,0.41855,0.95917,1.36188,1.10023,0.000341077,0.000341077,0.000341077
23,441.557,0.78141,0.69475,1.02781,0.71184,0.67057,0.7299,0.53914,0.94992,1.04515,1.09853,0.000304414,0.000304414,0.000304414
24,460.064,0.78104,0.67239,1.02991,0.83299,0.65412,0.76508,0.57208,0.90914,0.93676,1.07861,0.000267751,0.000267751,0.000267751
25,478.542,0.74941,0.64283,1.00017,0.7725,0.68221,0.74909,0.55608,0.91127,1.00926,1.08129,0.000231088,0.000231088,0.000231088
26,497.652,0.73645,0.60663,1.00449,0.71992,0.69574,0.75495,0.56062,0.92123,0.95929,1.08148,0.000194425,0.000194425,0.000194425
27,516.432,0.73349,0.58689,0.99872,0.7727,0.70524,0.77171,0.58144,0.90112,0.91405,1.06881,0.000157762,0.000157762,0.000157762
28,534.772,0.71311,0.55036,0.99396,0.81639,0.6602,0.76243,0.57322,0.90239,0.93396,1.07481,0.000121099,0.000121099,0.000121099
29,553.025,0.70304,0.5341,0.98326,0.79147,0.69358,0.77285,0.58444,0.89007,0.88761,1.07017,8.4436e-05,8.4436e-05,8.4436e-05
30,571.704,0.68689,0.49711,0.9777,0.79657,0.70389,0.78454,0.59752,0.89358,0.86553,1.06621,4.7773e-05,4.7773e-05,4.7773e-05
