epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.9455,1.21895,3.08934,1.2826,0.00445,0.91473,0.18748,0.13196,0.89411,3.04178,1.04035,0.00025553,0.00025553,0.00025553
2,54.1102,1.18935,2.17874,1.26134,0.33931,0.24729,0.27011,0.17434,1.10321,2.51369,1.21756,0.000504938,0.000504938,0.000504938
3,78.8721,1.20174,2.02596,1.28951,0.22016,0.37289,0.18665,0.08995,1.62022,2.85345,2.16558,0.000736749,0.000736749,0.000736749
4,104.725,1.2821,2.0197,1.3296,0.17765,0.30704,0.15309,0.07538,1.47602,2.5923,1.572,0.00095096,0.00095096,0.00095096
5,129.893,1.29517,1.97123,1.34324,0.1808,0.45196,0.19967,0.10999,1.39991,3.05652,1.4861,0.000964348,0.000964348,0.000964348
6,154.951,1.28576,1.90664,1.32544,0.20469,0.33794,0.18846,0.1053,1.45459,2.56445,1.47402,0.000927685,0.000927685,0.000927685
7,180.132,1.24548,1.80885,1.2916,0.45704,0.43536,0.42661,0.26543,1.18899,1.73499,1.30127,0.000891022,0.000891022,0.000891022
8,205.264,1.2294,1.72796,1.28343,0.44671,0.39882,0.37794,0.22622,1.32403,2.18287,1.49623,0.000854359,0.000854359,0.000854359
9,229.865,1.21942,1.61861,1.26761,0.59181,0.45101,0.52991,0.34978,1.11506,1.48631,1.26296,0.000817696,0.000817696,0.000817696
10,254.404,1.19979,1.61643,1.27367,0.36748,0.44856,0.31819,0.19039,1.48678,2.51012,1.61396,0.000781033,0.000781033,0.000781033
11,278.93,1.16892,1.53559,1.24675,0.54438,0.41609,0.42476,0.27053,1.23301,1.6998,1.29856,0.00074437,0.00074437,0.00074437
12,303.174,1.17235,1.48694,1.25734,0.56093,0.61008,0.61369,0.40157,1.07299,1.37751,1.19863,0.000707707,0.000707707,0.000707707
13,328.04,1.15974,1.41044,1.24071,0.57501,0.57073,0.53402,0.36089,1.11438,1.45599,1.24292,0.000671044,0.000671044,0.000671044
14,352.129,1.14853,1.40283,1.24187,0.70596,0.65066,0.71182,0.5061,1.01898,1.17824,1.15001,0.000634381,0.000634381,0.000634381
15,376.96,1.13182,1.34351,1.22782,0.6358,0.68127,0.6868,0.47183,1.02586,1.10824,1.1609,0.000597718,0.000597718,0.000597718
16,401.821,1.09543,1.29328,1.20108,0.68333,0.5789,0.64094,0.44894,1.03781,1.17891,1.16333,0.000561055,0.000561055,0.000561055
17,426.375,1.08881,1.25472,1.2051,0.60741,0.5821,0.6257,0.44435,1.04961,1.30308,1.13324,0.000524392,0.000524392,0.000524392
18,449.871,1.08733,1.23431,1.20442,0.78009,0.67664,0.77014,0.55365,0.98525,1.00139,1.11173,0.000487729,0.000487729,0.000487729
19,474.367,1.0611,1.19062,1.18392,0.74855,0.65632,0.74799,0.53787,0.95403,1.03609,1.10176,0.000451066,0.000451066,0.000451066
20,498.758,1.05222,1.15064,1.18729,0.67986,0.57155,0.64351,0.44878,0.98036,1.29686,1.12279,0.000414403,0.000414403,0.000414403
21,530.568,1.02712,1.10648,1.15615,0.71156,0.65745,0.71647,0.51336,0.9818,1.12204,1.1195,0.00037774,0.00037774,0.00037774
22,554.983,0.97654,1.01905,1.12573,0.75358,0.70435,0.76171,0.55435,0.95728,0.96327,1.10048,0.000341077,0.000341077,0.000341077
23,578.996,0.98738,0.97963,1.12584,0.77561,0.68809,0.75211,0.55018,0.95616,1.00896,1.0976,0.000304414,0.000304414,0.000304414
24,603.062,0.95541,0.91477,1.10939,0.71027,0.67414,0.73164,0.53072,0.93601,0.99761,1.08979,0.000267751,0.000267751,0.000267751
25,627.091,0.93447,0.85683,1.09879,0.76666,0.71263,0.77897,0.57856,0.90958,0.8934,1.07297,0.000231088,0.000231088,0.000231088
26,651.001,0.9114,0.81561,1.08275,0.85428,0.68267,0.78009,0.58389,0.91278,0.88926,1.08264,0.000194425,0.000194425,0.000194425
27,674.951,0.89693,0.78499,1.075,0.78916,0.73836,0.79462,0.58885,0.91678,0.87037,1.08231,0.000157762,0.000157762,0.000157762
28,698.669,0.87513,0.73275,1.06334,0.76237,0.74288,0.79153,0.59132,0.92222,0.86735,1.07912,0.000121099,0.000121099,0.000121099
29,722.803,0.86416,0.71148,1.05755,0.83621,0.7373,0.81566,0.61881,0.90115,0.81142,1.0668,8.4436e-05,8.4436e-05,8.4436e-05
30,746.787,0.85344,0.69126,1.05469,0.81722,0.75193,0.8155,0.61669,0.89461,0.80836,1.06276,4.7773e-05,4.7773e-05,4.7773e-05
