epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.0524,1.06392,3.09203,1.2375,0.74615,0.04176,0.23565,0.17353,0.92242,2.82575,1.05489,0.00025553,0.00025553,0.00025553
2,48.8727,1.0602,2.01731,1.22112,0.36195,0.15535,0.13934,0.07069,1.41659,3.30068,1.92098,0.000504938,0.000504938,0.000504938
3,70.8034,1.09606,1.825,1.24667,0.26346,0.44129,0.28632,0.18485,1.1796,2.59859,1.3194,0.000736749,0.000736749,0.000736749
4,93.1764,1.10172,1.66937,1.23229,0.34131,0.27138,0.12032,0.06792,1.32433,2.64463,1.44297,0.00095096,0.00095096,0.00095096
5,115.391,1.11395,1.62271,1.22483,0.35111,0.3663,0.29475,0.17509,1.43427,2.64756,1.68134,0.000964348,0.000964348,0.000964348
6,136.897,1.09715,1.57554,1.2218,0.28726,0.48037,0.32161,0.17835,1.46543,2.90768,1.59456,0.000927685,0.000927685,0.000927685
7,158.401,1.09398,1.44811,1.21244,0.52634,0.53633,0.52421,0.33466,1.26218,1.94852,1.36757,0.000891022,0.000891022,0.000891022
8,179.172,1.07258,1.39174,1.19412,0.53817,0.52565,0.49138,0.3141,1.18745,1.60068,1.27564,0.000854359,0.000854359,0.000854359
9,200.623,1.06744,1.33859,1.20309,0.5504,0.536,0.51596,0.34866,1.07243,1.40621,1.18675,0.000817696,0.000817696,0.000817696
10,222.932,1.03682,1.26839,1.18783,0.59399,0.428,0.46067,0.28742,1.25571,1.54139,1.30566,0.000781033,0.000781033,0.000781033
11,244.487,1.01745,1.22496,1.16435,0.54803,0.52222,0.53449,0.3625,1.1399,1.54146,1.25078,0.00074437,0.00074437,0.00074437
12,266.435,1.01209,1.1794,1.17093,0.55626,0.59416,0.54344,0.35305,1.16634,1.49317,1.25645,0.000707707,0.000707707,0.000707707
13,287.993,0.97073,1.09615,1.14854,0.60834,0.51936,0.54077,0.34109,1.24809,1.48752,1.2558,0.000671044,0.000671044,0.000671044
14,309.089,0.97958,1.06094,1.14512,0.74467,0.57031,0.68666,0.49153,1.01647,1.16845,1.16007,0.000634381,0.000634381,0.000634381
15,330.74,0.97083,1.053,1.13983,0.74218,0.64277,0.69841,0.50252,1.01866,1.10685,1.12645,0.000597718,0.000597718,0.000597718
16,354.106,0.95177,1.00326,1.12675,0.64998,0.58413,0.64091,0.45171,1.04322,1.16936,1.13711,0.000561055,0.000561055,0.000561055
17,375.349,0.93398,0.9511,1.12522,0.60435,0.56943,0.59996,0.42728,1.01487,1.34568,1.12798,0.000524392,0.000524392,0.000524392
18,398.461,0.94053,0.94868,1.1377,0.75367,0.63597,0.70549,0.51271,0.99782,1.07813,1.12835,0.000487729,0.000487729,0.000487729
19,420.616,0.91115,0.91186,1.1167,0.70178,0.62496,0.69504,0.4863,1.01682,1.09815,1.15223,0.000451066,0.000451066,0.000451066
20,442.061,0.9037,0.89368,1.11068,0.72931,0.6686,0.71966,0.51839,0.96485,1.05977,1.11092,0.000414403,0.000414403,0.000414403
21,469.627,0.83519,0.83071,1.06237,0.81272,0.65324,0.75188,0.55208,1.00694,1.028,1.12791,0.00037774,0.00037774,0.00037774
22,491.243,0.81601,0.77274,1.04112,0.71642,0.63592,0.70081,0.52689,0.93857,1.01129,1.08124,0.000341077,0.000341077,0.000341077
23,512.288,0.81107,0.69857,1.04374,0.84505,0.65983,0.76488,0.57665,0.93191,0.92405,1.08077,0.000304414,0.000304414,0.000304414
24,534.751,0.78917,0.66545,1.02615,0.77882,0.68956,0.75152,0.55506,0.94193,0.94427,1.0935,0.000267751,0.000267751,0.000267751
25,556.018,0.76611,0.62949,1.01976,0.76947,0.65656,0.73549,0.53292,0.93328,0.93906,1.09123,0.000231088,0.000231088,0.000231088
26,577.541,0.7654,0.59026,1.02158,0.76933,0.67815,0.74266,0.56136,0.90371,0.9434,1.06966,0.000194425,0.000194425,0.000194425
27,600.388,0.73531,0.57808,1.00001,0.7932,0.6931,0.77478,0.58375,0.91581,0.88055,1.06733,0.000157762,0.000157762,0.000157762
28,621.82,0.72826,0.55785,1.00369,0.8203,0.71308,0.79171,0.60066,0.91488,0.84353,1.07281,0.000121099,0.000121099,0.000121099
29,643.425,0.71924,0.54132,0.99622,0.87194,0.68607,0.79937,0.60467,0.88955,0.83176,1.05743,8.4436e-05,8.4436e-05,8.4436e-05
30,665.477,0.69397,0.51108,0.97697,0.8534,0.6903,0.79319,0.60393,0.89117,0.81971,1.05998,4.7773e-05,4.7773e-05,4.7773e-05
