epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.4314,1.13403,3.00581,1.26135,0.18851,0.3904,0.17201,0.11634,0.96666,2.97394,1.08618,0.00029997,0.00029997,0.00029997
2,52.5473,1.12548,2.11855,1.25529,0.29749,0.44025,0.31838,0.20456,1.11631,2.20848,1.20487,0.000590885,0.000590885,0.000590885
3,76.4799,1.19251,1.97751,1.27536,0.24149,0.45608,0.22899,0.10333,1.40981,3.55054,1.41945,0.000861269,0.000861269,0.000861269
4,100.934,1.22773,1.91926,1.28677,0.18582,0.29608,0.16285,0.09001,1.52386,2.43949,1.5932,0.00100101,0.00100101,0.00100101
5,124.672,1.19868,1.85332,1.2758,0.23038,0.37956,0.20452,0.10561,1.43874,2.39735,1.57644,0.000964348,0.000964348,0.000964348
6,148.074,1.18563,1.72161,1.25704,0.42421,0.36142,0.31591,0.18048,1.31233,2.37727,1.46539,0.000927685,0.000927685,0.000927685
7,172.803,1.1747,1.65506,1.25811,0.43861,0.43404,0.38623,0.22874,1.26339,1.88243,1.32742,0.000891022,0.000891022,0.000891022
8,200.663,1.13302,1.58147,1.24368,0.47231,0.4835,0.44036,0.29076,1.13541,1.66018,1.24799,0.000854359,0.000854359,0.000854359
9,225.219,1.14152,1.51003,1.23345,0.65139,0.5431,0.57356,0.36014,1.17551,1.43164,1.30172,0.000817696,0.000817696,0.000817696
10,249.229,1.12174,1.45699,1.21486,0.52729,0.54754,0.56538,0.36984,1.15073,1.59433,1.24881,0.000781033,0.000781033,0.000781033
11,273.873,1.08052,1.37194,1.19271,0.56528,0.52421,0.57448,0.37428,1.10363,1.3573,1.18427,0.00074437,0.00074437,0.00074437
12,298.558,1.0753,1.31302,1.19795,0.65882,0.56957,0.59974,0.39525,1.09375,1.30274,1.18907,0.000707707,0.000707707,0.000707707
13,323.449,1.08659,1.29956,1.2028,0.56147,0.65273,0.62255,0.41226,1.05794,1.19917,1.16415,0.000671044,0.000671044,0.000671044
14,348.552,1.03379,1.2175,1.16802,0.62097,0.63123,0.64984,0.43618,1.15009,1.18533,1.17631,0.000634381,0.000634381,0.000634381
15,372.542,1.01948,1.19684,1.16453,0.6349,0.66209,0.70159,0.50967,0.9972,1.19665,1.12383,0.000597718,0.000597718,0.000597718
16,398.098,1.00519,1.18097,1.16903,0.72151,0.59107,0.69737,0.48889,1.01387,1.14961,1.13196,0.000561055,0.000561055,0.000561055
17,422.576,1.03356,1.15006,1.1689,0.69319,0.62868,0.66876,0.47406,1.07021,1.13794,1.12918,0.000524392,0.000524392,0.000524392
18,446.989,1.00358,1.09041,1.15333,0.7568,0.67282,0.7522,0.551,0.97251,0.97495,1.09985,0.000487729,0.000487729,0.000487729
19,470.832,1.00933,1.05625,1.15729,0.7278,0.66084,0.73391,0.53603,0.95359,1.00133,1.08288,0.000451066,0.000451066,0.000451066
20,496.128,0.98129,1.04394,1.14429,0.7762,0.72137,0.79631,0.57191,1.00317,0.90975,1.09187,0.000414403,0.000414403,0.000414403
21,526.108,0.94371,0.99968,1.10533,0.72709,0.63799,0.70906,0.5233,0.97335,1.04481,1.09024,0.00037774,0.00037774,0.00037774
22,549.684,0.91669,0.90029,1.08368,0.77513,0.6461,0.74314,0.54142,0.97665,1.01919,1.09435,0.000341077,0.000341077,0.000341077
23,573.007,0.90375,0.83756,1.08337,0.77465,0.73339,0.79557,0.59377,0.93871,0.89613,1.08828,0.000304414,0.000304414,0.000304414
24,595.124,0.89024,0.79567,1.06929,0.82139,0.70108,0.79407,0.6,0.92573,0.84527,1.07019,0.000267751,0.000267751,0.000267751
25,617.674,0.87084,0.75474,1.06476,0.79573,0.75812,0.8091,0.60648,0.91895,0.85657,1.07467,0.000231088,0.000231088,0.000231088
26,640.149,0.86114,0.7201,1.05543,0.75046,0.71018,0.77828,0.58325,0.91057,0.88271,1.05376,0.000194425,0.000194425,0.000194425
27,664.593,0.83793,0.68135,1.04379,0.85346,0.72157,0.8176,0.61303,0.9131,0.8015,1.06992,0.000157762,0.000157762,0.000157762
28,687.477,0.82722,0.65029,1.02975,0.80489,0.75058,0.8106,0.61386,0.90057,0.83943,1.0628,0.000121099,0.000121099,0.000121099
29,711.15,0.81268,0.64598,1.03105,0.8453,0.75475,0.83674,0.63575,0.90069,0.76678,1.05204,8.4436e-05,8.4436e-05,8.4436e-05
30,733.821,0.80454,0.61615,1.02347,0.83206,0.75169,0.83339,0.63249,0.89929,0.76997,1.04937,4.7773e-05,4.7773e-05,4.7773e-05
